utt_id	speaker	audio_path	text
Dung_000028	Dung	dataset/Dung/Recording (28).wav	tôi cần mua thêm một ít đường và muối cho căn bếp
Dung_000185	Dung	dataset/Dung/Recording (185).wav	mẹt bánh cuốn tráng nóng bốc khói nghi ngút giữa trời se lạnh
Dung_000113	Dung	dataset/Dung/Recording (113).wav	quá trình quang hợp giúp cây xanh tạo ra khí ô xy cho bầu khí quyển
Dung_000052	Dung	dataset/Dung/Recording (52).wav	giá xăng trong nước tăng thêm khoảng một nghìn hai trăm đồng mỗi lít
Dung_000175	Dung	dataset/Dung/Recording (175).wav	chúng tôi lạc vào một con hẻm nhỏ đầy quán ăn gia đình ấm cúng
Dung_000005	Dung	dataset/Dung/Recording (5).wav	em bé đang ngủ say nên mọi người hãy nói khẽ một chút
Dung_000030	Dung	dataset/Dung/Recording (30).wav	buổi họp mặt bạn cũ khiến chúng tôi nhớ lại thời học sinh
Dung_000184	Dung	dataset/Dung/Recording (184).wav	buổi sáng ở làng chài rộn ràng tiếng người mua bán hải sản tươi
Dung_000100	Dung	dataset/Dung/Recording (100).wav	số hộ nghèo tại địa phương đã giảm một nửa so với năm năm trước
Dung_000099	Dung	dataset/Dung/Recording (99).wav	ngân hàng trung ương quyết định giữ nguyên lãi suất điều hành ở mức bốn phần trăm
Dung_000132	Dung	dataset/Dung/Recording (132).wav	dữ liệu được lưu trữ trên đám mây và truy cập từ bất cứ đâu
Dung_000125	Dung	dataset/Dung/Recording (125).wav	thí nghiệm cần được lặp lại nhiều lần để bảo đảm kết quả đáng tin cậy
Dung_000199	Dung	dataset/Dung/Recording (199).wav	chúng tôi mua ít mật ong rừng và trà shan tuyết về làm quà
Dung_000135	Dung	dataset/Dung/Recording (135).wav	nhiệt độ trung bình toàn cầu đang tăng lên do khí thải nhà kính
Dung_000179	Dung	dataset/Dung/Recording (179).wav	người bán hàng rong rao vang khắp con phố cổ mỗi buổi trưa
Dung_000121	Dung	dataset/Dung/Recording (121).wav	bộ nhớ đệm giúp máy tính truy xuất dữ liệu nhanh hơn đáng kể
Dung_000035	Dung	dataset/Dung/Recording (35).wav	cả lớp cùng nhau dọn vệ sinh sân trường vào sáng thứ hai
Dung_000049	Dung	dataset/Dung/Recording (49).wav	những chậu cây xanh trên ban công làm căn hộ tươi mát hẳn
Dung_000170	Dung	dataset/Dung/Recording (170).wav	vé tham quan bảo tàng chỉ hai mươi nghìn đồng một người
Dung_000139	Dung	dataset/Dung/Recording (139).wav	mô phỏng trên máy tính giúp dự đoán hành vi của hệ thống phức tạp
Dung_000150	Dung	dataset/Dung/Recording (150).wav	các nhà nghiên cứu đang tìm cách giảm điện năng tiêu thụ của trung tâm dữ liệu
Dung_000133	Dung	dataset/Dung/Recording (133).wav	vi khuẩn có lợi đóng vai trò quan trọng trong hệ tiêu hóa của con người
Dung_000128	Dung	dataset/Dung/Recording (128).wav	quá trình lên men tạo ra hương vị đặc trưng cho nhiều loại thực phẩm
Dung_000022	Dung	dataset/Dung/Recording (22).wav	cuối tuần này bố sẽ dẫn cả nhà về quê thăm ông bà
Dung_000082	Dung	dataset/Dung/Recording (82).wav	nhà xuất bản đã phát hành hơn ba trăm nghìn bản sách trong sáu tháng đầu năm
Dung_000078	Dung	dataset/Dung/Recording (78).wav	đội cứu hộ đã kịp thời sơ tán hơn hai nghìn hộ dân khỏi vùng ngập
Dung_000010	Dung	dataset/Dung/Recording (10).wav	đừng quên mang theo áo mưa vì chiều nay có thể mưa to
Dung_000083	Dung	dataset/Dung/Recording (83).wav	tuyến xe buýt mới sẽ hoạt động từ năm giờ sáng đến mười giờ tối
Dung_000165	Dung	dataset/Dung/Recording (165).wav	tô hủ tiếu nam vang đầy ắp tôm thịt và trứng cút thơm ngon
Dung_000120	Dung	dataset/Dung/Recording (120).wav	phần mềm nguồn mở cho phép cộng đồng cùng nhau cải tiến và phát triển
Dung_000090	Dung	dataset/Dung/Recording (90).wav	ủy ban nhân dân tỉnh đã phê duyệt dự án cấp nước sạch cho vùng nông thôn
Dung_000069	Dung	dataset/Dung/Recording (69).wav	đường cao tốc mới rút ngắn thời gian di chuyển xuống còn hai giờ đồng hồ
Dung_000054	Dung	dataset/Dung/Recording (54).wav	cơn bão dự kiến đổ bộ vào đất liền vào rạng sáng ngày mai
Dung_000091	Dung	dataset/Dung/Recording (91).wav	đoàn vận động viên đã mang về tổng cộng mười hai huy chương vàng
Dung_000095	Dung	dataset/Dung/Recording (95).wav	báo cáo cho thấy tỉ lệ thất nghiệp đã giảm xuống dưới ba phần trăm
Dung_000042	Dung	dataset/Dung/Recording (42).wav	bữa tiệc nhỏ ấm cúng diễn ra ngay trong khu vườn sau nhà
Dung_000094	Dung	dataset/Dung/Recording (94).wav	nhà ga trung tâm phục vụ trung bình hơn một trăm nghìn lượt khách mỗi ngày
Dung_000117	Dung	dataset/Dung/Recording (117).wav	việc sao lưu dữ liệu thường xuyên giúp tránh mất mát khi gặp sự cố
Dung_000200	Dung	dataset/Dung/Recording (200).wav	kết thúc chuyến đi mọi người đều lưu luyến không muốn rời xa
Dung_000158	Dung	dataset/Dung/Recording (158).wav	khách sạn nằm ngay trung tâm nên đi đâu cũng rất tiện
Dung_000026	Dung	dataset/Dung/Recording (26).wav	bạn nhớ gọi cho tôi ngay khi về đến nhà an toàn nhé
Dung_000181	Dung	dataset/Dung/Recording (181).wav	chúng tôi leo bộ hơn ba giờ mới tới được thác nước hùng vĩ
Dung_000148	Dung	dataset/Dung/Recording (148).wav	một chương trình máy tính là tập hợp các câu lệnh được sắp xếp theo trình tự
Dung_000075	Dung	dataset/Dung/Recording (75).wav	đợt nắng nóng kéo dài khiến nhu cầu sử dụng điện tăng cao kỷ lục
Dung_000059	Dung	dataset/Dung/Recording (59).wav	tỉ lệ học sinh tốt nghiệp trung học phổ thông năm nay đạt chín mươi tám phần trăm
Dung_000153	Dung	dataset/Dung/Recording (153).wav	chị hướng dẫn viên kể rất nhiều câu chuyện thú vị về cố đô huế
Dung_000018	Dung	dataset/Dung/Recording (18).wav	mỗi sáng ông tôi đều tập thể dục rồi mới đọc báo
Dung_000050	Dung	dataset/Dung/Recording (50).wav	tôi vừa quét dọn xong nên sàn nhà bóng loáng sạch sẽ
Dung_000093	Dung	dataset/Dung/Recording (93).wav	giá điện sinh hoạt sẽ được giữ ổn định cho đến hết quý ba
Dung_000076	Dung	dataset/Dung/Recording (76).wav	bảo tàng lịch sử vừa mở cửa đón khách trở lại sau sáu tháng tu sửa
Dung_000142	Dung	dataset/Dung/Recording (142).wav	âm thanh có tần số cao thường nghe chói tai hơn âm thanh tần số thấp
Dung_000021	Dung	dataset/Dung/Recording (21).wav	tôi đang tìm một quán cà phê yên tĩnh để ngồi đọc sách
Dung_000097	Dung	dataset/Dung/Recording (97).wav	công trình thủy điện mới có công suất lên tới một nghìn hai trăm megawatt
Dung_000032	Dung	dataset/Dung/Recording (32).wav	chú chó nhà hàng xóm sủa vang mỗi khi có người lạ đi qua
Dung_000138	Dung	dataset/Dung/Recording (138).wav	phản ứng hóa học giải phóng hoặc hấp thụ năng lượng dưới nhiều dạng khác nhau
Dung_000118	Dung	dataset/Dung/Recording (118).wav	cảm biến nhiệt độ gửi tín hiệu về trung tâm điều khiển theo thời gian thực
Dung_000012	Dung	dataset/Dung/Recording (12).wav	con mèo nhỏ đang nằm phơi nắng bên thềm cửa sổ
Dung_000068	Dung	dataset/Dung/Recording (68).wav	kim ngạch xuất khẩu nông sản đạt hơn bốn tỉ đô la trong quý vừa qua
Dung_000089	Dung	dataset/Dung/Recording (89).wav	số lượng phương tiện đăng ký mới trong tháng qua tăng hơn hai mươi phần trăm
Dung_000092	Dung	dataset/Dung/Recording (92).wav	chiến dịch tiêm chủng năm nay đặt mục tiêu bao phủ chín mươi lăm phần trăm dân số
Dung_000025	Dung	dataset/Dung/Recording (25).wav	cơn gió mát thổi qua làm những tán lá xào xạc
Dung_000098	Dung	dataset/Dung/Recording (98).wav	đợt khuyến mãi lớn nhất trong năm sẽ bắt đầu từ ngày mười lăm tháng này
Dung_000183	Dung	dataset/Dung/Recording (183).wav	khu phố đèn lồng lung linh khiến ai cũng muốn nán lại chụp ảnh
Dung_000191	Dung	dataset/Dung/Recording (191).wav	đĩa nem rán vàng ruộm được dọn ra kèm rau thơm và bún trắng
Dung_000087	Dung	dataset/Dung/Recording (87).wav	doanh thu ngành du lịch trong dịp nghỉ lễ ước đạt hơn tám nghìn tỉ đồng
Dung_000182	Dung	dataset/Dung/Recording (182).wav	ly trà atiso nóng giúp xua tan cái lạnh của vùng cao nguyên
Dung_000040	Dung	dataset/Dung/Recording (40).wav	đèn giao thông chuyển sang màu đỏ nên mọi người dừng lại
Dung_000169	Dung	dataset/Dung/Recording (169).wav	buổi tối chúng tôi thưởng thức chè trôi nước ấm nóng bên bờ sông
Dung_000088	Dung	dataset/Dung/Recording (88).wav	một bệnh viện quy mô một nghìn giường vừa được khánh thành ở khu vực phía nam
Dung_000186	Dung	dataset/Dung/Recording (186).wav	chúng tôi ghé thăm vườn trái cây và tự tay hái những quả chín mọng
Dung_000041	Dung	dataset/Dung/Recording (41).wav	chúng tôi cùng leo lên đỉnh đồi để ngắm hoàng hôn
Dung_000002	Dung	dataset/Dung/Recording (2).wav	bạn đã ăn sáng chưa hay là để tôi nấu cho một tô mì
Dung_000072	Dung	dataset/Dung/Recording (72).wav	thành phố dự kiến trồng thêm một trăm nghìn cây xanh trong năm nay
Dung_000151	Dung	dataset/Dung/Recording (151).wav	mùa hè năm nay gia đình tôi dự định đi biển nha trang một tuần
Dung_000115	Dung	dataset/Dung/Recording (115).wav	mã hóa dữ liệu giúp bảo vệ thông tin cá nhân khỏi kẻ xấu
Dung_000057	Dung	dataset/Dung/Recording (57).wav	chính phủ vừa công bố kế hoạch phát triển kinh tế trong năm năm tới
Dung_000108	Dung	dataset/Dung/Recording (108).wav	nước sôi ở nhiệt độ một trăm độ khi ở điều kiện áp suất bình thường
Dung_000192	Dung	dataset/Dung/Recording (192).wav	chuyến tàu lửa băng qua những cung đường ven biển tuyệt đẹp
Dung_000167	Dung	dataset/Dung/Recording (167).wav	con thuyền nhỏ đưa chúng tôi len lỏi qua những rặng dừa nước
Dung_000051	Dung	dataset/Dung/Recording (51).wav	theo báo cáo mới nhất dân số thành phố đã vượt qua chín triệu người
Dung_000144	Dung	dataset/Dung/Recording (144).wav	con người chỉ nhìn thấy một phần rất nhỏ trong toàn bộ dải quang phổ
Dung_000198	Dung	dataset/Dung/Recording (198).wav	đĩa bánh bèo nhỏ xíu chan mỡ hành béo ngậy khiến ai cũng thích
Dung_000155	Dung	dataset/Dung/Recording (155).wav	chúng tôi thuê xe máy để rong ruổi khắp các con đường ven biển
Dung_000130	Dung	dataset/Dung/Recording (130).wav	các kỹ sư đang thử nghiệm loại vật liệu siêu nhẹ nhưng vô cùng bền chắc
Dung_000060	Dung	dataset/Dung/Recording (60).wav	một trận động đất mạnh bốn phẩy năm độ vừa xảy ra ở vùng ven biển
Dung_000056	Dung	dataset/Dung/Recording (56).wav	nhiệt độ hôm nay ở thủ đô dao động từ hai mươi đến hai mươi tám độ
Dung_000024	Dung	dataset/Dung/Recording (24).wav	chúng ta nên tiết kiệm nước và tắt đèn khi không sử dụng
Dung_000008	Dung	dataset/Dung/Recording (8).wav	chiếc xe đạp cũ của tôi bị hỏng phanh nên phải mang đi sửa
Dung_000009	Dung	dataset/Dung/Recording (9).wav	cô ấy thích trồng hoa hồng và chăm sóc chúng mỗi buổi sáng
Dung_000109	Dung	dataset/Dung/Recording (109).wav	các nhà khoa học vừa phát hiện một hành tinh mới ngoài hệ mặt trời
Dung_000152	Dung	dataset/Dung/Recording (152).wav	quán phở đầu ngõ mở cửa từ sáng sớm và lúc nào cũng đông khách
Dung_000023	Dung	dataset/Dung/Recording (23).wav	đôi giày mới của em vừa vặn và rất êm chân
Dung_000140	Dung	dataset/Dung/Recording (140).wav	tế bào gốc có khả năng phát triển thành nhiều loại mô khác nhau
Dung_000174	Dung	dataset/Dung/Recording (174).wav	hương vị nước lèo được ninh từ xương suốt nhiều giờ đồng hồ
Dung_000027	Dung	dataset/Dung/Recording (27).wav	món canh chua cá lóc mẹ nấu luôn là món tôi thích nhất
Dung_000189	Dung	dataset/Dung/Recording (189).wav	người thợ khéo léo tráng từng lớp bánh tráng mỏng như tờ giấy
Dung_000036	Dung	dataset/Dung/Recording (36).wav	bạn thích uống trà sữa trân châu hay nước ép cam tươi
Dung_000058	Dung	dataset/Dung/Recording (58).wav	chuyến bay khởi hành lúc sáu giờ ba mươi phút sáng từ sân bay quốc tế
Dung_000063	Dung	dataset/Dung/Recording (63).wav	giá vàng trong nước sáng nay tăng nhẹ lên bảy mươi hai triệu đồng mỗi lượng
Dung_000071	Dung	dataset/Dung/Recording (71).wav	mực nước trên các con sông lớn đang dâng cao ở mức báo động hai
Dung_000190	Dung	dataset/Dung/Recording (190).wav	buổi tối chúng tôi thả đèn hoa đăng cầu mong bình an trên dòng sông
Dung_000007	Dung	dataset/Dung/Recording (7).wav	buổi tối cả gia đình quây quần bên mâm cơm nóng hổi
Dung_000029	Dung	dataset/Dung/Recording (29).wav	anh ấy vừa chuyển đến khu phố này nên chưa quen ai
Dung_000164	Dung	dataset/Dung/Recording (164).wav	chúng tôi dậy sớm để kịp ngắm bình minh trên đỉnh đèo
Khoi_000135	Khoi	dataset/Khoi/135.wav	hôm nay tôi phải hoàn thành một số nhiệm vụ quan trọng trước khi nghỉ nên đang cố gắng làm việc hiệu quả nhất
Khoi_000169	Khoi	dataset/Khoi/169.wav	hôm nay tôi dự định dọn dẹp lại máy tính cá nhân xóa bớt các file không cần thiết và sắp xếp lại dữ liệu để thuận tiện hơn trong việc tìm kiếm khi cần
Khoi_000015	Khoi	dataset/Khoi/015.wav	tôi cần đặt lịch khám vào ngày mười lăm tháng tám lúc chín giờ sáng bạn có thể giúp tôi gọi điện đến phòng khám để xác nhận thời gian và chi phí không
Khoi_000078	Khoi	dataset/Khoi/078.wav	tôi vừa thử một ứng dụng quản lý thời gian thấy khá hiệu quả trong việc theo dõi tiến độ công việc hàng ngày
Khoi_000010	Khoi	dataset/Khoi/010.wav	bạn có thể hướng dẫn tôi cách cài đặt môi trường lập trình trên máy tính không vì tôi thử nhiều lần mà vẫn gặp lỗi nên chưa thể chạy được chương trình đơn giản
Khoi_000069	Khoi	dataset/Khoi/069.wav	bạn có thể giải thích cho tôi sự khác nhau giữa các định dạng âm thanh không tôi muốn hiểu rõ để chọn loại phù hợp
Khoi_000193	Khoi	dataset/Khoi/193.wav	hôm nay tôi định thử một hoạt động mới như học nấu ăn hoặc tham gia một lớp thể dục với mong muốn thay đổi thói quen và tạo thêm sự hứng thú trong cuộc sống hàng ngày
Khoi_000003	Khoi	dataset/Khoi/003.wav	sáng nay tôi thức dậy lúc sáu giờ ba mươi phút pha một ly cà phê rồi ngồi đọc tin tức công nghệ thấy họ nói về trí tuệ nhân tạo đang phát triển rất nhanh và ảnh hưởng đến nhiều ngành nghề
Khoi_000029	Khoi	dataset/Khoi/029.wav	hôm nay tôi phải nộp bài tập trước mười hai giờ trưa nên đang cố gắng hoàn thành phần cuối cùng để kịp thời gian và tránh bị trừ điểm không đáng có
Khoi_000186	Khoi	dataset/Khoi/186.wav	bạn có thể giúp tôi kiểm tra lại lịch trình trong tuần này một cách chi tiết hơn không tôi muốn đảm bảo rằng tất cả các cuộc họp và công việc đều được sắp xếp hợp lý và không bị trùng nhau
Khoi_000083	Khoi	dataset/Khoi/083.wav	hôm nay tôi sẽ thử nấu ăn theo thực đơn mới hy vọng có thể cải thiện kỹ năng nấu nướng và tạo sự đa dạng trong bữa ăn
Khoi_000126	Khoi	dataset/Khoi/126.wav	bạn có thể giúp tôi kiểm tra lại nội dung email trước khi gửi không tôi muốn đảm bảo không có lỗi chính tả hay thông tin sai
Khoi_000051	Khoi	dataset/Khoi/051.wav	hôm nay tôi sẽ dành thời gian để học thêm về cấu trúc dữ liệu vì đây là phần quan trọng trong lập trình mà tôi cần nắm vững
Khoi_000033	Khoi	dataset/Khoi/033.wav	sáng mai tôi phải dậy sớm để đi tập thể dục khoảng năm giờ ba mươi phút hy vọng duy trì thói quen này để cải thiện sức khỏe lâu dài
Khoi_000056	Khoi	dataset/Khoi/056.wav	tôi muốn học thêm về phân tích dữ liệu đặc biệt là cách sử dụng các công cụ để trực quan hóa thông tin một cách dễ hiểu
Khoi_000035	Khoi	dataset/Khoi/035.wav	bạn nhớ nhắc tôi thanh toán hóa đơn điện nước trước ngày hai mươi lăm hàng tháng nhé nếu không sẽ bị tính thêm phí khá phiền
Khoi_000048	Khoi	dataset/Khoi/048.wav	tôi đang cân nhắc việc mua một chiếc laptop mới để phục vụ công việc lập trình ưu tiên cấu hình mạnh và khả năng tản nhiệt tốt
Khoi_000081	Khoi	dataset/Khoi/081.wav	bạn có thể giúp tôi kiểm tra lại thông tin đặt vé không tôi sợ nhập sai ngày hoặc giờ gây ảnh hưởng đến kế hoạch
Khoi_000060	Khoi	dataset/Khoi/060.wav	tôi đang suy nghĩ về việc học thêm một kỹ năng mới trong năm nay có thể là thiết kế đồ họa hoặc chỉnh sửa video
Khoi_000040	Khoi	dataset/Khoi/040.wav	tối nay tôi sẽ thử nấu một món ăn mới theo công thức trên mạng hy vọng thành công để có thể nấu lại cho gia đình vào dịp cuối tuần
Khoi_000045	Khoi	dataset/Khoi/045.wav	bạn có thể chỉ tôi cách sử dụng công cụ quản lý dự án không tôi mới tham gia nên chưa quen với các tính năng và cách tổ chức công việc
Khoi_000192	Khoi	dataset/Khoi/192.wav	bạn có thể giúp tôi kiểm tra lại các thông tin trước khi gửi đi không tôi muốn tránh những sai sót nhỏ nhưng có thể gây ảnh hưởng lớn đến kết quả công việc
